pl_name,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_massjlim,pl_dens,st_mass
TOI-858 B b,1,2,1,3.2797178,0.04435,14.067,1.255,349.61125,1.1,0,0.69,1.08
TOI-849 b,1,1,1,0.765548,0.0155,3.64,0.325,41.8,0.13152,0,5.6,0.97
TOI-837 b,1,1,1,8.3249113,0.0888,9.169,0.818,120.45697,0.379,0,0.89,1.14
TOI-836 c,1,1,2,8.59545,0.075,2.587,0.231,9.6,0.0302,0,3.06,0.68
TOI-836 b,1,1,2,3.81673,0.0422,1.704,0.152,4.53,0.01425,0,5.02,0.68
TOI-833 b,1,1,1,1.0418777,0.0171,1.27,0.113,,,,,0.61
TOI-824 b,1,1,1,1.392978,0.02177,2.926,0.261,18.467,0.0581,0,4.03,0.71
TOI-815 c,1,2,2,34.976145,0.193,2.62,0.234,23.5,0.07394,0,7.2,0.78
TOI-815 b,1,2,2,11.197259,0.0903,2.94,0.262,7.6,0.02391,0,1.64,0.78
TOI-813 b,1,1,1,83.8911,0.423,6.71,0.599,,,,,1.32
TOI-784 b,1,1,1,2.7970365,0.038,1.93,0.172,9.67,0.03043,0,7.4,0.91
TOI-782 b,1,1,1,8.0240015,0.0578,2.734,0.244,19.1,0.0601,1,7.99,0.4
TOI-778 b,1,1,1,4.633611,0.06,15.4,1.37,878.0,2.8,0,1.3,1.4
TOI-776 c,1,1,2,15.665323,0.1001,2.047,0.183,6.9,0.02171,0,4.4,0.54
TOI-776 b,1,1,2,8.24662,0.0653,1.798,0.16,5.0,0.01573,0,4.8,0.54
TOI-771 b,1,1,1,2.326021,0.0207,1.422,0.127,,,,,0.22
TOI-763 c,1,1,2,12.2737,0.1011,2.63,0.235,9.32,0.02932,0,2.82,0.92
TOI-763 b,1,1,2,5.6057,0.06,2.28,0.203,9.79,0.0308,0,4.51,0.92
TOI-762 A b,1,2,1,3.4716826,0.03418,8.339,0.744,79.77493,0.251,0,0.76,0.44
TOI-757 b,1,1,1,17.46819,0.122,2.5,0.223,10.5,0.03304,0,3.6,0.8
TOI-733 b,1,1,1,4.884765,0.0618,1.992,0.178,5.72,0.018,0,3.98,0.96
TOI-715 b,1,1,1,19.288004,0.083,1.55,0.138,,,,,0.23
TOI-712 d,1,1,3,84.8396,0.3405,2.474,0.221,,,,,0.73
TOI-712 c,1,1,3,51.69906,0.2447,2.701,0.241,,,,,0.73
TOI-712 b,1,1,3,9.531361,0.07928,2.049,0.183,,,,,0.73
TOI-700 e,1,1,4,27.80978,0.134,0.953,0.085,,,,,0.41
TOI-700 d,1,1,4,37.42396,0.1633,1.073,0.096,,,,,0.41
TOI-700 c,1,1,4,16.051137,0.0929,2.6,0.232,,,,,0.41
TOI-700 b,1,1,4,9.977219,0.0677,0.914,0.082,,,,,0.41
TOI-677 b,1,1,1,11.2366,0.1038,13.115,1.17,392.83788,1.236,0,,1.18
TOI-674 b,1,1,1,1.977143,0.025,5.25,0.468,23.6,0.07425,0,0.91,0.42
TOI-672 b,1,1,1,3.633575,,5.26,0.469,,,,,0.54
TOI-669 b,1,1,1,3.945152,0.048,2.586,0.231,10.0,0.03146,0,3.17,0.92
TOI-6651 b,1,1,1,5.056973,0.0633,5.09,0.454,61.0,0.19193,0,2.52,1.32
TOI-663 d,1,1,3,7.1027268,0.0576,1.92,0.171,5.2,0.01636,1,4.0,0.51
TOI-663 c,1,1,3,4.6955507,0.0437,2.26,0.202,3.65,0.01148,0,1.73,0.51
TOI-663 b,1,1,3,2.598902,0.0295,2.27,0.203,4.45,0.014,0,2.07,0.51
TOI-654.01,1,1,1,1.5275657,0.02102,2.371,0.211,,,,,0.53
TOI-640 b,1,1,1,5.0037775,0.06608,19.851,1.771,279.6904,0.88,0,0.195,1.54
TOI-628 b,1,1,1,3.4095675,0.0486,11.882,1.06,2011.8639,6.33,0,6.58,1.31
TOI-6255 b,1,1,1,0.23818244,,1.079,0.096,1.44,0.00453,0,,0.35
TOI-622 b,1,1,1,6.402513,0.0708,9.236,0.824,96.30201,0.303,0,0.507,1.31
TOI-620 b,1,1,1,5.0988179,0.04825,3.76,0.335,,,,,0.58
TOI-615 b,1,1,1,4.6615983,0.0678,18.977,1.693,138.25536,0.435,0,0.084,1.45
TOI-6086 b,1,1,1,1.3888725,0.01541,1.18,0.105,,,,,0.25
TOI-6054.02,1,1,2,12.57499803,0.110878,2.864,0.256,,,,,1.15
TOI-6054.01,1,1,2,7.49299142,0.078513,2.642,0.236,,,,,1.15
TOI-6034 b,1,2,1,2.576184,0.02949,11.92,1.063,254.0,0.798,0,0.82,0.51
TOI-6029 b,1,1,1,5.7987,,14.392,1.284,519.64945,1.635,0,,1.55
TOI-6008 b,1,1,1,0.8574347,0.010777,1.03,0.092,4.0,0.01259,1,,0.23
TOI-6002 b,1,1,1,10.904821,0.05722,1.65,0.147,,,,,0.21
TOI-5803 b,1,1,1,5.38305,,3.273,0.292,,,,,0.87
TOI-5799 b,1,1,1,4.1646632,0.034901,1.858,0.166,,,,,0.33
TOI-5726.01,1,1,1,5.49112522,0.062186,2.554,0.228,,,,,1.06
TOI-5720 b,1,1,1,1.4344555,0.018288,1.09,0.097,4.3,0.01353,1,,0.38
TOI-5713 b,1,1,1,10.441989,0.06008,1.77,0.158,,,,,0.27
TOI-5704 b,1,1,1,3.771116,,3.227,0.288,,,,,0.73
TOI-5678 b,1,1,1,47.73022,0.249,4.91,0.438,20.0,0.06293,0,,0.91
TOI-564 b,1,1,1,1.651144,0.02734,11.433,1.02,464.98529,1.463,0,1.7,1.0
TOI-5634 A b,1,2,1,2.2035373,0.0272,10.42,0.923,588.0,1.85005,1,,0.56
TOI-5616 b,1,1,1,2.002849,0.0272,10.78,0.961,624.0,1.96332,1,,0.67
TOI-561 e,1,1,4,77.03,0.328,2.55,0.227,12.6,0.03964,0,4.2,0.81
TOI-561 d,1,1,4,25.7124,0.158,2.82,0.252,13.2,0.04153,0,3.2,0.81
TOI-561 c,1,1,4,10.778831,0.0884,2.91,0.26,5.39,0.01696,0,1.2,0.81
TOI-561 b,1,1,4,0.4465688,0.0106,1.425,0.127,2.0,0.00629,0,3.8,0.81
TOI-559 b,1,1,1,6.9839095,0.0723,12.229,1.091,1910.14873,6.01,0,5.74,1.03
TOI-558 b,1,1,1,14.574071,0.1291,12.173,1.086,1147.36055,3.61,0,3.5,1.35
TOI-5542 b,1,1,1,75.12375,0.332,11.31,1.009,419.5335,1.32,0,1.6,0.89
TOI-544 c,1,1,2,50.089,,,,,,,,0.63
TOI-544 b,1,1,2,1.548352,0.0225,2.018,0.18,2.89,0.00909,0,1.93,0.63
TOI-540 b,1,1,1,1.2391491,0.01223,0.903,0.081,,,,,0.16
TOI-5398 c,1,1,2,4.77271,0.057,3.52,0.314,11.8,0.03713,0,1.5,1.15
TOI-5398 b,1,1,2,10.590547,0.098,10.3,0.919,58.7,0.18469,0,0.29,1.15
TOI-5388.01,1,1,1,2.594675,0.024336,1.894,0.169,,,,,0.29
TOI-5344 b,1,1,1,3.792622,0.04041,10.604,0.946,130.9453,0.412,0,0.604,0.61
TOI-532 b,1,1,1,2.3266508,0.0296,5.82,0.519,61.5,0.1935,0,1.72,0.64
TOI-5319 b,1,1,1,4.07853,0.0506,2.83,0.252,,,,,0.5
TOI-5301 b,1,1,1,5.858858,0.073,13.092,1.168,1182.32167,3.72,0,2.88,1.48
TOI-530 b,1,1,1,6.387597,0.052,9.303,0.83,127.13136,0.4,0,0.93,0.53
TOI-5293 A b,1,2,1,2.930289,0.034,11.9,1.06,170.4,0.54,0,0.56,0.54
TOI-5238 b,1,1,1,4.872171,,5.22,0.466,,,,,1.0
TOI-5232 b,1,1,1,4.0966692,0.05593,12.778,1.14,743.71847,2.34,0,1.96,1.39
TOI-5218 b,1,1,1,4.291452,0.0469,9.86,0.879,657.0,2.06715,1,,0.74
TOI-5205 b,1,1,1,1.630757,0.0199,11.6,1.03,343.0,1.08,0,1.21,0.39
TOI-519 b,1,1,1,1.2652328,0.0159,11.545,1.03,147.15455,0.463,0,0.56,0.34
TOI-5174 b,1,1,1,12.214286,,5.351,0.477,,,,,1.0
TOI-5153 b,1,1,1,20.33003,0.158,11.882,1.06,1036.12061,3.26,0,,1.24
TOI-5126 c,1,1,2,17.8999,0.1439,3.86,0.344,,,,,1.24
TOI-5126 b,1,1,2,5.4588385,0.06519,4.74,0.423,,,,,1.24
TOI-5082.01,1,1,1,4.240122,0.051205,2.548,0.227,,,,,1.0
TOI-5076 b,1,2,1,23.445,,3.2,0.285,16.0,0.05034,0,2.8,0.8
TOI-5005 b,1,1,1,6.3085044,0.06614,6.25,0.558,32.7,0.103,0,0.74,0.97
TOI-500 e,1,1,4,61.3,,,,,,,,0.74
TOI-500 d,1,1,4,26.233,,,,,,,,0.74
TOI-500 c,1,1,4,6.6356,,,,,,,,0.74
TOI-500 b,1,1,4,0.548177,0.01189,1.166,0.104,1.42,0.00447,0,4.89,0.74
TOI-4994 b,1,1,1,21.491984,0.1515,8.541,0.762,88.99195,0.28,0,0.78,1.0
TOI-4914 b,1,1,1,10.60057,0.098,12.87,1.148,227.0,0.71422,0,0.59,1.03
TOI-4860 b,1,1,1,1.5227591,0.01808,8.7,0.77,86.7,0.273,0,0.75,0.34
TOI-481 b,1,1,1,10.33111,0.097,11.097,0.99,486.2799,1.53,0,,1.14
TOI-480 b,1,1,1,6.866196,0.077,2.854,0.255,20.8,0.06544,0,4.91,1.28
TOI-4791 b,1,1,1,4.28088,0.0555,12.442,1.11,734.18362,2.31,0,2.09,1.24
TOI-470 b,1,1,1,12.19148,0.119,4.34,0.387,,,,,0.87
TOI-4641 b,1,1,1,22.09341,0.173,8.183,0.73,1229.99594,3.87,1,,1.41
TOI-4638.01,1,1,1,10.28391879,0.093013,2.933,0.262,,,,,1.02
TOI-4633 c,1,2,1,271.9445,0.847,3.2,0.285,123.0,0.387,1,,1.1
TOI-4603 b,1,1,1,7.24599,0.0888,11.68,1.042,4096.80817,12.89,0,14.1,1.76
TOI-4602.01,1,1,1,3.9812091,0.050997,2.55,0.227,,,,,1.12
TOI-4600 c,1,1,2,482.8191,1.152,9.42,0.841,2946.26933,9.27,1,,0.89
TOI-4600 b,1,1,2,82.6869,0.349,6.8,0.607,959.84179,3.02,1,,0.89
TOI-4582 b,1,1,1,31.034,,10.536,0.94,168.44906,0.53,0,,1.34
TOI-4562 c,1,1,2,3990.0,5.219,,,1833.86991,5.77,0,,1.19
TOI-4562 b,1,1,2,225.1064,,,,,,,,1.19
TOI-4559 b,1,1,1,3.965991,0.0359,1.415,0.126,,,,,0.39
TOI-4551 b,1,1,1,9.95581,0.0994,11.859,1.058,473.56433,1.49,0,1.74,1.31
TOI-4527.01,1,1,1,0.3994445,0.008332,0.909,0.081,,,,,0.48
TOI-4515 b,1,1,1,15.266446,0.118,12.17,1.086,637.0,2.005,0,1.941,0.95
TOI-451 d,1,2,3,16.364988,0.1208,4.07,0.363,,,,,0.95
TOI-451 c,1,2,3,9.192522,0.0823,3.1,0.277,,,,,0.95
TOI-451 b,1,2,3,1.858703,0.0283,1.91,0.17,,,,,0.95
TOI-4495.01,1,1,1,5.1830043,0.061733,3.63,0.324,,,,,1.17
TOI-4479 b,1,1,1,1.1589,0.0164,2.82,0.252,,,,,0.45
TOI-4463 A b,1,2,1,2.8807198,0.04036,13.26,1.183,252.35576,0.794,0,0.595,1.06
TOI-4443.01,1,1,1,1.8498567,0.029963,1.719,0.153,,,,,1.05
TOI-444 b,1,1,1,17.9636,0.133,2.77,0.247,,,,,0.96
TOI-4438 b,1,1,1,7.44628,0.0534,2.52,0.225,5.4,0.01699,0,1.85,0.37
TOI-4406 b,1,1,1,30.08364,0.201,11.209,1.0,95.34852,0.3,0,,1.19
TOI-4379 b,1,1,1,3.25352,,16.69,1.489,353.74302,1.113,0,,1.37
TOI-4377 b,1,1,1,4.378081,0.0579,15.11,1.348,304.16179,0.957,0,0.881,1.36
TOI-4342 c,1,1,2,10.688716,0.0814,2.415,0.215,,,,,0.63
TOI-4342 b,1,1,2,5.5382498,0.05251,2.266,0.202,,,,,0.63
TOI-4336 A b,1,3,1,16.336334,0.0872,2.12,0.189,,,,,0.33
TOI-4329 b,1,1,1,2.9223,,16.813,1.5,143.02278,0.45,0,,1.54
TOI-431 d,1,1,3,12.46103,0.098,3.29,0.294,9.9,0.03115,0,1.36,0.78
TOI-431 c,1,1,3,4.8494,0.052,,,,,,,0.78
TOI-431 b,1,1,3,0.490047,0.0113,1.28,0.114,3.07,0.00966,0,8.0,0.78
TOI-4308 b,1,1,1,9.151201,,2.419,0.216,,,,,0.9
TOI-421 c,1,2,2,16.067541,0.117,5.09,0.454,14.1,0.04436,0,0.58996,0.83
TOI-421 b,1,2,2,5.197576,0.0554,2.64,0.236,6.7,0.02108,0,2.04004,0.83
TOI-4201 b,1,1,1,3.5819194,0.04,13.675,1.22,788.21445,2.48,0,1.82,0.61
TOI-4184 b,1,1,1,4.9019804,0.0336,2.43,0.217,,,,,0.21
TOI-4153 b,1,1,1,4.6174141,0.06311,16.119,1.438,365.50267,1.15,0,0.477,1.57
TOI-4145 A b,1,2,1,4.0664428,0.04823,13.305,1.187,136.66622,0.43,0,0.32,0.91
TOI-4137 b,1,1,1,3.8016122,0.05222,13.574,1.211,457.67291,1.44,0,1.01,1.31
TOI-4127 b,1,1,1,56.39879,0.3081,12.285,1.096,731.00534,2.3,0,2.17,1.23
TOI-411 c,1,1,3,9.573083,0.1017,2.328,0.208,9.72,0.03058,1,3.15,1.1
TOI-411 b,1,1,3,4.040295,0.05727,1.362,0.122,13.71,0.04314,1,18.96,1.1
TOI-4087 b,1,1,1,3.1774835,0.04469,13.047,1.164,232.01474,0.73,0,0.57,1.18
TOI-406.01,1,1,2,13.175682,0.0809,2.08,0.186,6.57,0.02067,0,4.1,0.41
TOI-406 c,1,1,2,3.307441,0.0322,1.32,0.118,2.08,0.00654,0,4.9,0.41
TOI-4010 e,1,1,4,762.0,1.57,,,,,,,0.88
TOI-4010 d,1,1,4,14.70886,0.113,6.18,0.551,38.15,0.12003,0,0.9,0.88
TOI-4010 c,1,1,4,5.414654,0.058,5.93,0.529,20.31,0.0639,0,0.5,0.88
TOI-4010 b,1,1,4,1.348335,0.0229,3.02,0.269,11.0,0.03461,0,2.2,0.88
TOI-3984 A b,1,2,1,4.353326,0.041,7.9,0.71,44.0,0.14,0,0.49,0.49
TOI-3976 A b,1,2,1,6.607662,0.0743,12.274,1.095,55.61997,0.175,0,0.165,1.25
TOI-3919 b,1,1,1,7.433234,0.0795,12.319,1.099,1233.17422,3.88,0,3.63,1.21
TOI-3912 b,1,1,1,3.4936264,0.0463,14.28,1.274,129.03833,0.406,0,0.243,1.09
TOI-3894 b,1,1,1,4.33454,0.05354,15.278,1.363,260.61929,0.82,0,0.4,1.14
TOI-3884 b,1,1,1,4.5445828,0.0361,6.43,0.574,32.59,0.10254,0,0.67,0.3
TOI-3819 b,1,1,1,3.2443141,0.04611,13.137,1.172,352.78953,1.11,0,0.85,1.24
TOI-3807 b,1,1,1,2.8989727,0.0421,18.495,1.65,330.54154,1.04,0,0.289,1.18
TOI-3785 b,1,1,1,4.6747373,0.043,5.14,0.459,14.95,0.04704,0,0.61,0.52
TOI-3757 b,1,1,1,3.438753,0.03845,12.0,1.071,85.3,0.26838,0,0.27,0.64
TOI-3714 b,1,2,1,2.154849,0.027,11.321,1.01,222.47988,0.7,0,0.85,0.53
TOI-3693 b,1,1,1,9.088516,0.0813,12.599,1.124,324.18498,1.02,0,0.89,0.87
TOI-3688 A b,1,2,1,3.246075,0.0456,13.081,1.167,311.47184,0.98,0,0.76,1.2
TOI-3629 b,1,1,1,3.936551,0.043,8.295,0.74,82.63539,0.26,0,0.8,0.63
TOI-3568 b,1,1,1,4.417965,0.0485,5.3,0.483,26.4,0.083,0,0.98,0.78
TOI-3540 A b,1,2,1,3.119999,0.04289,23.539,2.1,375.03752,1.18,0,0.065,1.08
TOI-3364 b,1,1,1,5.8768918,0.0675,12.229,1.091,530.77344,1.67,0,1.6,1.19
TOI-3362 b,1,1,1,18.09547,0.153,12.801,1.142,1598.35906,5.029,0,,1.45
TOI-3353.01,1,1,1,4.6657965,0.060118,2.667,0.238,,,,,1.33
TOI-3331 A b,1,2,1,2.0180231,0.03144,12.98,1.158,721.47048,2.27,0,1.82,1.02
TOI-3321 b,1,1,1,3.6525145,0.047,15.558,1.388,176.07694,0.554,0,0.255,1.04
TOI-332 b,1,1,1,0.777038,0.0159,3.2,0.285,57.2,0.17997,0,9.6,0.88
TOI-329 b,1,1,1,5.70439,0.0638,4.941,0.441,40.4,0.12711,0,1.84,1.07
TOI-3261 b,1,1,1,0.8831331,0.01714,3.82,0.341,30.3,0.09533,0,3.0,0.86
TOI-3235 b,1,1,1,2.59261842,0.02709,11.4,1.017,211.35589,0.665,0,0.78,0.39
TOI-3082 b,1,1,1,1.926907,,3.662,0.327,,,,,0.66
TOI-3071 b,1,1,1,1.266938,0.0249,7.16,0.639,68.2,0.21458,0,1.02,1.29
TOI-3023 b,1,1,1,3.9014971,0.0505,16.432,1.466,197.05361,0.62,0,0.245,1.12
TOI-2981 b,1,1,1,3.601501,0.048,13.4,1.195,638.0,2.00737,0,1.46,1.03
TOI-2977 b,1,1,1,2.3505614,0.03386,13.159,1.174,533.95172,1.68,0,1.28,0.94
TOI-286 c,1,1,2,39.361826,0.213,1.88,0.168,3.72,0.0117,0,3.09,0.83
TOI-286 b,1,1,2,4.5117244,0.0503,1.42,0.127,4.53,0.01425,0,8.63,0.83
TOI-2842 b,1,1,1,3.5514058,0.0475,12.845,1.146,117.59651,0.37,0,0.304,1.14
TOI-2818 b,1,1,1,4.039709,0.0493,15.278,1.363,225.65817,0.71,0,0.34,0.98
TOI-2803 A b,1,2,1,1.96229325,0.03185,18.114,1.616,309.8827,0.975,0,0.287,1.12
TOI-2796 b,1,1,1,4.8084983,0.0569,17.262,1.54,139.8445,0.44,0,0.15,1.06
TOI-277 b,1,1,1,3.994,0.0269,2.65,0.236,,,,,0.16
TOI-2768 b,1,1,1,1.50801,0.027,2.63,0.235,,,,,0.63
TOI-2714 b,1,1,1,2.499387,0.036,13.72,1.224,228.0,0.71737,0,0.49,1.07
TOI-270 d,1,1,3,11.379573,0.0721,2.133,0.19,4.78,0.01504,0,2.72,0.39
TOI-270 c,1,1,3,5.6605731,0.04526,2.355,0.21,6.15,0.01935,0,2.6,0.39
TOI-270 b,1,1,3,3.3601538,0.03197,1.206,0.108,1.58,0.00497,0,4.97,0.39
TOI-269 b,1,1,1,3.6977104,0.0345,2.77,0.247,8.8,0.02769,0,2.28,0.39
TOI-2669 b,1,1,1,6.2034,,19.728,1.76,193.87533,0.61,0,,1.19
TOI-2641 b,1,1,1,4.880974,0.0607,18.103,1.615,122.68177,0.386,0,0.092,1.16
TOI-262 b,1,1,1,11.14529,0.163,2.07,0.185,,,,,0.91
TOI-261.01,1,1,1,3.3639254,0.034792,3.045,0.271,,,,,0.5
TOI-260 b,1,1,1,13.475853,0.0943,1.71,0.153,4.23,0.01331,0,4.66,0.62
TOI-2589 b,1,1,1,61.6277,0.3,12.106,1.08,1112.39942,3.5,0,,0.93
TOI-2587 A b,1,2,1,5.45664,0.0635,12.072,1.077,69.28659,0.218,0,0.216,1.15
TOI-2583 A b,1,2,1,4.5207265,0.0571,14.46,1.29,79.4571,0.25,0,0.144,1.22
TOI-2570 b,1,1,1,2.9887615,0.04145,13.641,1.217,260.61929,0.82,0,0.563,1.06
TOI-257 b,1,1,1,18.38818,0.1528,7.163,0.639,43.86032,0.138,0,0.65,1.41
TOI-2567 b,1,1,1,5.983944,0.0672,10.929,0.975,63.88351,0.201,0,0.269,1.13
TOI-2545 b,1,1,1,7.994037,,2.75,0.245,,,,,1.05
TOI-2529 b,1,1,1,64.5949,0.327,11.545,1.03,743.71847,2.34,0,,1.11
TOI-2525 c,1,1,2,49.2519,0.249,10.133,0.904,208.81326,0.657,0,1.11,0.85
TOI-2525 b,1,1,2,23.2856,0.1511,8.676,0.774,26.69759,0.084,0,0.225,0.85
TOI-2524 b,1,1,1,7.18585,0.073,11.209,1.0,203.41018,0.64,0,0.79,1.01
TOI-251 b,1,1,1,4.93777,0.05741,2.74,0.244,317.83,1.0,1,,1.04
TOI-2498 b,1,1,1,3.738252,0.0491,6.06,0.541,34.62,0.10893,0,0.86,1.12
TOI-2497 b,1,1,1,10.655669,0.1166,11.142,0.994,1531.93292,4.82,0,6.1,1.86
TOI-2485 b,1,1,1,11.23479,0.1093,12.139,1.083,766.60212,2.412,0,2.36,1.16
TOI-2459 b,1,1,1,19.104718,,2.953,0.263,,,,,0.66
TOI-2458 c,1,1,2,16.553,0.129,,,,,,,1.05
TOI-2458 b,1,1,2,3.73659,0.0482,2.83,0.252,13.31,0.04188,0,3.23,1.05
TOI-2447 b,1,1,1,69.33684,0.347,9.606,0.857,124.90656,0.393,0,,1.03
TOI-2445 b,1,1,1,0.3711281,0.0064,1.25,0.112,,,,,0.25
TOI-2443 b,1,1,1,15.669494,,2.773,0.247,,,,,0.66
TOI-244 b,1,1,1,7.397225,0.0559,1.52,0.136,2.68,0.00843,0,4.2,0.43
TOI-2427 b,1,1,1,1.3060011,0.0202,1.8,0.161,,,,,0.64
TOI-2421 b,1,1,1,4.3474032,0.0543,10.368,0.925,105.83686,0.333,0,0.52,1.13
TOI-2420 b,1,1,1,5.842641,0.0684,15.02,1.34,294.62693,0.927,0,0.477,1.16
TOI-2416 b,1,1,1,8.275479,0.0831,9.864,0.88,953.48522,3.0,0,5.4,1.12
TOI-2411 b,1,1,1,0.7826942,0.0144,1.68,0.15,,,,,0.65
TOI-2406 b,1,1,1,3.0766891,0.02267,2.86,0.255,15.6,0.04908,1,27.4,0.17
TOI-2384 b,1,1,1,2.13570304,0.02793,11.489,1.025,624.85065,1.966,0,2.26,0.64
TOI-238 c,1,1,2,8.465651,0.0749,2.18,0.194,6.7,0.02108,0,1.83,0.79
TOI-238 b,1,1,2,1.273114,0.0212,1.612,0.144,,,,,0.79
TOI-2379 b,1,1,1,5.4693827,0.05263,11.725,1.046,1830.69162,5.76,0,6.21,0.65
TOI-2374 b,1,1,1,4.31361,0.0471,6.81,0.608,56.64,0.17821,0,0.98,0.75
TOI-2373 b,1,1,1,13.33668,0.112,10.424,0.93,2955.80419,9.3,0,14.4,1.04
TOI-237 b,1,1,1,5.436098,0.0341,1.44,0.128,,,,,0.18
TOI-2368 b,1,1,1,5.1750073,0.05649,10.839,0.967,206.58846,0.65,0,0.88,0.9
TOI-2364 b,1,1,1,4.0197517,0.04871,8.608,0.768,71.51139,0.225,0,0.61,0.95
TOI-2338 b,1,1,1,22.65398,0.158,11.209,1.0,1900.61387,5.98,0,,0.99
TOI-2337 b,1,1,1,2.99432,,10.088,0.9,508.52545,1.6,0,,1.32
TOI-2285 b,1,1,1,27.26955,0.1363,1.74,0.155,19.5,0.06135,1,,0.45
TOI-2274 b,1,1,1,2.67963,0.05,2.45,0.219,,,,,0.61
TOI-2266 b,1,1,1,2.326318,0.02,1.54,0.137,,,,,0.23
TOI-2260 b,1,1,1,0.3524728,0.0097,1.62,0.145,,,,,0.99
TOI-2257 b,1,1,1,35.189346,0.145,2.194,0.196,,,,,0.33
TOI-2236 b,1,1,1,3.5315902,0.05009,14.37,1.282,502.16888,1.58,0,0.93,1.34
TOI-2211.01,1,1,1,3.09268676,0.04011,1.561,0.139,,,,,0.9
TOI-2207 b,1,1,1,8.001968,0.0854,11.153,0.995,203.41018,0.64,0,0.8,1.3
TOI-2202 c,1,1,2,24.6744,0.15544,,,117.27868,0.369,0,,0.82
TOI-2202 b,1,1,2,11.9101,0.09564,11.321,1.01,310.83618,0.978,0,,0.82
TOI-220 b,1,1,1,10.695264,0.08911,3.03,0.27,13.8,0.04342,0,2.73,0.82
TOI-2196 b,1,1,1,1.1947268,0.02234,3.51,0.313,26.0,0.08181,0,3.31,1.03
TOI-2194 b,1,1,1,15.337597,,1.989,0.177,,,,,0.74
TOI-2193 A b,1,2,1,2.1225735,0.03319,19.84,1.77,298.7587,0.94,0,0.06,1.08
TOI-2184 b,1,1,1,6.90683,,11.4,1.017,206.58846,0.65,0,0.76,1.53
TOI-2180 b,1,1,1,260.79,0.828,11.321,1.01,875.61726,2.755,0,3.32,1.11
TOI-216.02,1,1,2,17.16073,,8.0,0.714,18.75188,0.059,0,,0.77
TOI-216.01,1,1,2,34.525528,,10.1,0.901,177.98391,0.56,0,,0.77
TOI-2158 b,1,1,1,8.60077,0.075,10.761,0.96,260.61929,0.82,0,1.14,1.12
TOI-2154 b,1,1,1,3.8240801,0.0513,16.287,1.453,292.40213,0.92,0,0.37,1.23
TOI-2152 A b,1,3,1,3.3773512,0.05064,14.359,1.281,899.45439,2.83,0,1.67,1.52
TOI-2145 b,1,1,1,10.261127,0.111,12.419,1.108,1767.0,5.5596,0,5.06,1.72
TOI-2141 b,1,1,1,18.26157,0.133,3.05,0.278,24.0,0.075,0,4.6,0.94
TOI-2136 b,1,1,1,7.851928,0.057,2.19,0.195,6.37,0.02004,0,3.34,0.34
TOI-2134 c,1,1,2,95.5,0.371,7.27,0.649,41.89,0.1318,0,0.599,0.74
TOI-2134 b,1,1,2,9.2292005,0.078,2.69,0.24,9.13,0.02873,0,2.607,0.74
TOI-2128 b,1,1,1,16.34136,0.127,2.089,0.186,4.5,0.01416,0,2.68,1.03
TOI-2120 b,1,1,1,5.7998164,0.0377,2.122,0.189,6.8,0.0214,1,20.6,0.21
TOI-2109 b,1,1,1,0.67247414,0.01791,15.098,1.347,1595.4986,5.02,0,,1.45
TOI-2107 b,1,1,1,2.4545467,0.03515,13.574,1.211,263.79758,0.83,0,0.577,0.96
TOI-2096 c,1,1,2,6.38784,0.04,1.914,0.171,,,,,0.23
TOI-2096 b,1,1,2,3.1190633,0.025,1.243,0.111,,,,,0.23
TOI-2095 c,1,1,2,28.17232,0.137,1.33,0.119,7.4,0.02328,1,,0.44
TOI-2095 b,1,1,2,17.66484,0.101,1.25,0.112,4.1,0.0129,1,,0.44
TOI-2088 b,1,1,1,124.72997,0.472,3.683,0.329,37.0,0.11642,1,2.0,0.9
TOI-2084 b,1,2,1,6.0784247,0.05006,2.47,0.22,,,,,0.45
TOI-2081 b,1,1,1,10.50534,0.0752,2.04,0.182,,,,,0.54
TOI-2076 d,1,1,3,35.125686,0.199,3.431,0.306,29.0,0.09124,1,4.0,0.86
TOI-2076 c,1,1,3,21.015327,0.142,3.694,0.33,55.0,0.17305,1,6.0,0.86
TOI-2076 b,1,1,3,10.355096,0.088,2.771,0.247,16.1,0.05066,0,4.1,0.86
TOI-2068 b,1,1,1,7.768915,0.0632,1.821,0.162,,,,,0.56
TOI-206 b,1,1,1,0.7363104,0.0112,1.3,0.116,,,,,0.35
TOI-2048 b,1,1,1,13.79019,,2.61,0.233,,,,,0.83
TOI-2046 b,1,1,1,1.4971842,,16.141,1.44,731.00534,2.3,0,,1.13
TOI-2025 b,1,1,1,8.8720982,0.0892,11.893,1.061,1144.18227,3.6,0,3.74,1.2
TOI-2019 b,1,1,1,15.3444,0.128,5.333,0.476,34.4,0.10823,0,1.25,1.18
TOI-2018 b,1,1,1,7.435583,,2.268,0.202,9.2,0.02895,0,,0.57
TOI-2015 b,1,1,1,3.348968,0.0301,3.39,0.302,16.4,0.0516,0,2.32,0.34
TOI-2010 b,1,1,1,141.834025,0.5516,11.814,1.054,408.72733,1.286,0,1.36,1.11
TOI-201 b,1,1,1,52.97818,0.3,11.299,1.008,133.4886,0.42,0,,1.32
TOI-2000 c,1,1,2,9.127055,0.0878,8.14,0.727,81.7,0.257,0,0.829,1.08
